Lon	Lat	E.vel	N.vel	E.adj	N.adj	E.sig	N.sig	Corr	U.vel	U.adj	U.sig	Stat	E.sig.scaled	N.sig.scaled
105.67	37.36	-12.38	-41.32	32.8	-7.16	0.62	0.73	-0.001	0.0	0.0	0.0	G005_GPS	1.03	1.13
105.22	37.24	-11.46	-40.94	32.72	-6.73	0.76	0.66	-0.002	0.0	0.0	0.0	G006_GPS	1.22	1.05
105.88	36.97	-12.2	-41.39	32.69	-7.74	0.64	0.68	-0.002	0.0	0.0	0.0	G007_GPS	1.06	1.07
105.27	36.93	-11.71	-41.39	33.32	-7.46	0.66	0.62	-0.002	0.0	0.0	0.0	G008_GPS	1.09	1.0
106.36	36.84	-12.35	-42.78	33.17	-9.69	0.57	0.58	-0.002	0.0	0.0	0.0	G009_GPS	0.97	0.94
106.1	36.63	-11.91	-42.62	33.38	-9.22	0.58	0.64	-0.006	0.0	0.0	0.0	G010_GPS	0.98	1.02
105.25	36.66	-8.88	-42.36	36.32	-8.46	0.6	0.66	-0.004	0.0	0.0	0.0	G011_GPS	1.01	1.05
105.62	36.51	-10.61	-41.6	36.4	-7.67	0.61	0.69	-0.002	0.0	0.0	0.0	G012_GPS	1.02	1.08
105.98	36.28	-10.44	-42.45	34.78	-8.89	0.58	0.62	-0.002	0.0	0.0	0.0	G013_GPS	0.98	1.0
105.29	36.5	-8.51	-42.88	36.72	-9.27	0.59	0.66	-0.0	0.0	0.0	0.0	G014_GPS	0.99	1.05
105.62	36.28	-9.07	-43.57	36.8	-9.18	0.6	0.67	-0.003	0.0	0.0	0.0	G015_GPS	1.01	1.06
106.65	36.1	-12.89	-44.01	33.04	-10.3	0.6	0.62	-0.005	0.0	0.0	0.0	G016_GPS	1.01	1.0
106.22	36.02	-11.75	-43.9	33.36	-10.27	0.34	0.36	-0.007	0.0	0.0	0.0	G017_GPS	0.64	0.65
105.8	35.96	-10.44	-45.2	34.28	-11.54	0.82	0.69	-0.0	0.0	0.0	0.0	G018_GPS	1.29	1.08
104.96	36.09	-8.58	-42.16	36.23	-8.38	0.63	0.6	-0.002	0.0	0.0	0.0	G019_GPS	1.05	0.97
106.2	35.67	-11.69	-44.38	34.26	-10.37	0.7	0.77	-0.003	0.0	0.0	0.0	G020_GPS	1.14	1.18
105.01	35.73	-10.57	-42.08	35.42	-7.41	0.68	0.66	-0.001	0.0	0.0	0.0	G021_GPS	1.11	1.05
106.12	35.6	-12.15	-45.52	33.36	-11.65	0.62	0.64	-0.003	0.0	0.0	0.0	G022_GPS	1.03	1.02
105.5	35.61	-10.27	-43.29	35.09	-9.26	0.6	0.62	-0.003	0.0	0.0	0.0	G023_GPS	1.01	1.0
106.58	35.46	-11.64	-44.62	33.93	-11.6	0.64	0.66	-0.001	0.0	0.0	0.0	G024_GPS	1.06	1.05
106.4	35.46	-11.12	-43.92	35.74	-10.54	0.6	0.62	-0.002	0.0	0.0	0.0	G025_GPS	1.01	1.0
105.02	35.41	-9.96	-42.98	33.71	-9.32	0.64	0.7	-0.002	0.0	0.0	0.0	G026_GPS	1.06	1.1
106.53	35.24	-11.6	-44.0	35.03	-10.69	0.68	0.68	-0.002	0.0	0.0	0.0	G027_GPS	1.11	1.07
106.01	35.17	-10.9	-44.16	34.75	-10.43	0.74	0.74	-0.002	0.0	0.0	0.0	G028_GPS	1.19	1.14
105.79	35.08	-11.42	-44.32	33.56	-10.46	0.82	0.78	-0.003	0.0	0.0	0.0	G030_GPS	1.29	1.19
106.21	35.01	-10.95	-45.85	33.94	-12.49	0.74	0.78	-0.009	0.0	0.0	0.0	G031_GPS	1.19	1.19
106.82	34.89	-12.62	-44.68	32.9	-11.48	0.84	0.72	-0.003	0.0	0.0	0.0	G032_GPS	1.32	1.12
105.65	34.87	-12.28	-45.12	32.66	-11.33	0.78	0.75	-0.002	0.0	0.0	0.0	G033_GPS	1.24	1.16
106.16	34.75	-11.96	-44.4	33.93	-10.69	0.76	0.77	-0.001	0.0	0.0	0.0	G034_GPS	1.22	1.18
